First process instance # in stats,1
Last process instance # in stats,5550

Resource utilization
Resource,Utilization %
Session,QBP_DEFAULT_RESOURCE,13

Individual task statistics
Name,Avg duration,Min duration,Max duration,Total duration,Avg waiting time,Min waiting time,Max waiting time,Total waiting time,Avg idle time,Min idle time,Max idle time,Total idle time,Avg cost,Min cost,Max cost,Total cost,Avg cost over thresh,Min cost over thresh,Max cost over thresh,Total cost over thresh,Avg duration over thresh,Min duration over thresh,Max duration over thresh,Total duration over thresh,Count,
CHECK CALIBRATION PLOT,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-B70575F0-6E48-4039-AEE5-9A99A66DF722,13.365313559322036,12.714,14.01,3154.2140000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236
CHECK COVERAGE,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-84855BE7-4A74-4AA7-A950-22E81A38081C,51.0296784897025,48.217,86.026,44599.938999999984,0.3029771167571812,0.0,35.58999991416931,264.80200004577637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874
CHECK DATA BALANCING,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-B48DF955-D774-4256-AEB6-099744469155,99.56591146089488,94.226,175.45,404834.9959999986,0.32108066877120245,0.0,79.52300000190735,1305.513999223709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4066
CHECK TEST RESULTS,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-3F3477CA-2154-443D-990D-BA61AA0EEDD2,20.037221804511287,19.045,21.027,5329.901000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266
CHECK VALIDATION RESULTS,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-CDCECFDC-6D1A-4D0D-AC63-4678A965EE2D,76.06512949640289,72.327,94.711,21146.106000000003,0.07474100761276355,0.0,20.778000116348267,20.778000116348267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278
CLASS BALANCED? ,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-E45DDDF4-0255-4628-B7DC-9A2F18654E84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4066
CLASSIFIER
GOOD?,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-228AD3BA-C444-4822-AC9D-A53CD84282E4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
CONFIGURE CLASSIFICATION SYSTEM,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-50D70578-9920-4164-BA4D-ED2DFBC6DFC4,35.32815874571293,33.317,139.391,144209.5440000002,0.26384345904569423,0.0,104.11099982261658,1077.008999824524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082
CONFIGURE CLIENT-SIDE SYSTEMS,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-2A6D8261-8FF9-4B37-A6BF-D919D2DFB69B,21.162296423321944,19.0,124.775,86384.49400000018,1.1617138658534774,0.0,104.13099980354309,4742.116000413895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082
CONFIGURE DEVELOPMENT SYSTEM,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-AB394422-8628-4377-B7B8-A25A46935C63,85.09503723664884,80.916,89.422,347357.94200000056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082
CONFIGURE EVALUATION SYSTEM,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-8AEFBBF0-A454-4978-9B69-49B3851CF601,30.772536501714878,28.928,133.739,125613.49400000014,0.3235325820302333,0.0,103.59500002861023,1320.659999847412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082
CONFIGURE INGESTION SYSTEM,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-52FE4380-2098-41C0-BE60-F2DEACC760F5,58.77214502694756,55.529,94.462,239907.89599999995,0.27493165124578256,0.0,36.7039999961853,1122.2710003852844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082
CONFIGURE PREPARATION SYSTEM,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-C6B14BB8-F42E-43E5-9A7E-0AA34AA52EE6,56.87517785399324,53.942,87.42,232164.47600000043,0.10339196466570214,0.0,31.825999975204468,422.0459997653961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082
CONFIGURE SEGREGATION SYSTEM,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-1C9C5582-B583-4832-8DEA-4BDBB1AF9F15,50.18070137187659,47.598,73.093,204837.62300000023,0.04867540411596378,0.0,20.509999990463257,198.69299960136414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082
COVERAGE
SATISFIED?,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-798F07FF-9D00-4D1E-A15F-876F7337BDF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874
DEVELOPMENT
 PHASE?,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-159258A8-1FBB-4143-9893-B44F9A6047D9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4506
END,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-B3145B77-A916-4A27-82D5-3A1E113A7FC9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5550
EVALUATE CLASSIFIER,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-3F9FCBD8-DDC3-4B0E-83B6-1C5C1C3EAA41,30.505,29.829,31.602,91.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
EVALUATION PHASE?,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-60D9031F-67A9-4B5C-821B-95D2DC620A36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
GATEWAY 1 XOR,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-41D05933-DEAF-4FEB-A246-9A09CB928676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082
GATEWAY 24 XOR,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-339AF4CA-6DEF-44AB-A610-BA83A5CEC24A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322
GATEWAY 25 XOR,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-4FE569F3-351C-4D6B-A6A0-1EBA21E74AC0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2592
GATEWAY 26 XOR,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-FCD9CA5B-2849-4FE3-BFB0-F3D400155E8E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2548
GATEWAY 27 XOR,sid-e383f3a2-1ab6-4a0e-9b02-73baee020cf0.sid-8CD2C88D-D548-4681-922A-6EACE73206A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5550
